"text_code",category_id,"term",weight,frequency,score,"language","create_time"
"107-1_543M5410",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_543M5410",9,"能源",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_543M5410",12,"能源",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_543M5410",15,"農業",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_543M5850",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_543M5850",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_543M6980",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_543M6980",9,"研究",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_543U5210",6,"水",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_543U5210",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_543U5210",9,"研究",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_543U5210",11,"水",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_543U5210",12,"水",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_543U5210",14,"海洋",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_543U5310",3,"WHO",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-1_543U5310",3,"生物醫學",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_543U5310",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_543U6970",3,"疾病",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_543U6970",8,"工作",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_543U6970",9,"合作",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_543U6970",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_543U6970",9,"研究",2.0,4,8.0,"CH","2020-05-12 23:39:13"
"107-1_543U6970",12,"減少",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M0381_01",1,"環境",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M0381_01",2,"環境",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M0381_01",8,"工作",4.0,2,8.0,"CH","2020-05-12 23:39:13"
"107-1_544M0381_01",8,"文化",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M0381_01",9,"研究",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M0381_01",10,"文化",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M0381_01",11,"社區",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M0381_01",11,"城市",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M0381_01",11,"調適",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M0381_03",1,"環境",4.0,3,12.0,"CH","2020-05-12 23:39:13"
"107-1_544M0381_03",2,"環境",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-1_544M0381_03",8,"工作",4.0,3,12.0,"CH","2020-05-12 23:39:13"
"107-1_544M0381_03",8,"社會",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M0381_03",9,"社會",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M0381_03",9,"研究",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M0381_03",10,"公平",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M0381_03",10,"社會",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M0381_03",11,"社區",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M0381_03",11,"城市",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M0381_03",16,"公平",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M0381_03",16,"正義",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M0560",4,"包容性",7.0,1,7.0,"CH","2020-05-12 23:39:13"
"107-1_544M0560",5,"社會包容",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M0560",8,"工作",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M0560",8,"文化",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M0560",8,"社會",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M0560",8,"經濟",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M0560",9,"合作",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M0560",9,"社會",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-1_544M0560",9,"研究",2.0,5,10.0,"CH","2020-05-12 23:39:13"
"107-1_544M0560",10,"文化",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M0560",10,"包容性",8.0,1,8.0,"CH","2020-05-12 23:39:13"
"107-1_544M0560",10,"社會",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M0560",10,"社會包容",6.0,1,6.0,"CH","2020-05-12 23:39:13"
"107-1_544M0560",10,"移民",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-1_544M0560",10,"經濟",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M0560",10,"難民",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M0560",11,"人口",7.0,2,14.0,"CH","2020-05-12 23:39:13"
"107-1_544M0560",11,"城市",1.0,11,11.0,"CH","2020-05-12 23:39:13"
"107-1_544M0560",11,"城市發展",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-1_544M0560",14,"漁業",7.0,1,7.0,"CH","2020-05-12 23:39:13"
"107-1_544M0560",16,"包容性",8.0,1,8.0,"CH","2020-05-12 23:39:13"
"107-1_544M0580",1,"環境",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M0580",2,"生產",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M0580",2,"環境",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M0580",4,"教育",3.0,3,9.0,"CH","2020-05-12 23:39:13"
"107-1_544M0580",8,"工作",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M0580",8,"社會",1.0,6,6.0,"CH","2020-05-12 23:39:13"
"107-1_544M0580",8,"經濟",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M0580",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M0580",9,"社會",2.0,6,12.0,"CH","2020-05-12 23:39:13"
"107-1_544M0580",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M0580",10,"社會",1.0,6,6.0,"CH","2020-05-12 23:39:13"
"107-1_544M0580",10,"教育",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M0580",10,"經濟",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M0580",11,"社區",1.0,4,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M0580",11,"城市",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M0580",12,"生產",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M0580",16,"教育",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-1_544M1100",1,"階級",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M1100",1,"資源",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M1100",1,"環境",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M1100",2,"環境",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M1100",6,"水",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M1100",7,"汽車",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M1100",7,"波",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M1100",8,"工作",4.0,2,8.0,"CH","2020-05-12 23:39:13"
"107-1_544M1100",8,"經濟",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M1100",10,"經濟",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M1100",11,"水",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M1100",11,"城市",1.0,5,5.0,"CH","2020-05-12 23:39:13"
"107-1_544M1100",11,"都市化",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-1_544M1100",12,"水",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M1100",12,"汽車",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M1100",16,"治理",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",1,"收入",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",1,"階級",3.0,3,9.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",1,"資源",3.0,2,6.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",1,"環境",4.0,3,12.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",2,"生產",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",2,"環境",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",4,"教育",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",4,"學校",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",5,"性別",3.0,3,9.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",5,"性別研究",8.0,1,8.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",5,"家務",6.0,1,6.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",7,"木",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",8,"工作",4.0,4,16.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",8,"文化",1.0,14,14.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",8,"社會",1.0,20,20.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",8,"經濟",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",9,"技術",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",9,"社會",2.0,20,40.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",9,"研究",2.0,107,214.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",9,"科學研究",6.0,3,18.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",10,"小孩",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",10,"文化",1.0,14,14.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",10,"性別",5.0,3,15.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",10,"社會",1.0,20,20.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",10,"教育",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",10,"經濟",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",11,"災害",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",11,"城市",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",12,"生產",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",15,"樹",1.0,4,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",16,"自由",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M3530",16,"教育",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",1,"平等",5.0,2,10.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",1,"階級",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",1,"福利",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",2,"生產",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",5,"平等",5.0,2,10.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",6,"市區",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",7,"波",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",8,"文化",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",8,"社會",1.0,4,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",8,"經濟",1.0,5,5.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",9,"合作",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",9,"社會",2.0,4,8.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",9,"研究",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",10,"不平等",6.0,1,6.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",10,"文化",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",10,"平等",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",10,"宗教",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",10,"社會",1.0,4,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",10,"社會不平等",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",10,"移民",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",10,"移民匯款",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",10,"經濟",1.0,5,5.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",10,"種族",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",11,"人口",7.0,2,14.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",11,"市區",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",11,"城市",1.0,17,17.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",11,"城市擴張",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",11,"都市化",5.0,3,15.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",12,"生產",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",16,"自由",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M3990",16,"治理",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M4190",8,"經濟",1.0,10,10.0,"CH","2020-05-12 23:39:13"
"107-1_544M4190",8,"經濟發展",1.0,4,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M4190",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4190",9,"經濟發展",2.0,4,8.0,"CH","2020-05-12 23:39:13"
"107-1_544M4190",10,"經濟",1.0,10,10.0,"CH","2020-05-12 23:39:13"
"107-1_544M4190",11,"城市",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4190",11,"智慧城市",7.0,1,7.0,"CH","2020-05-12 23:39:13"
"107-1_544M4210",1,"福利",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M4210",1,"環境",4.0,3,12.0,"CH","2020-05-12 23:39:13"
"107-1_544M4210",2,"環境",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-1_544M4210",7,"波",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M4210",7,"風",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4210",8,"文化",1.0,5,5.0,"CH","2020-05-12 23:39:13"
"107-1_544M4210",8,"社會",1.0,20,20.0,"CH","2020-05-12 23:39:13"
"107-1_544M4210",8,"經濟",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M4210",9,"社會",2.0,20,40.0,"CH","2020-05-12 23:39:13"
"107-1_544M4210",9,"研究",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-1_544M4210",10,"文化",1.0,5,5.0,"CH","2020-05-12 23:39:13"
"107-1_544M4210",10,"社會",1.0,20,20.0,"CH","2020-05-12 23:39:13"
"107-1_544M4210",10,"社會福利",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M4210",10,"經濟",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M4210",10,"種族",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M4210",11,"土地",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4210",11,"社區",1.0,4,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M4210",11,"城市",1.0,7,7.0,"CH","2020-05-12 23:39:13"
"107-1_544M4210",11,"都市化",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-1_544M4210",12,"資本主義",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M4210",16,"機構",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M4280",1,"環境",4.0,3,12.0,"CH","2020-05-12 23:39:13"
"107-1_544M4280",2,"環境",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-1_544M4280",6,"市區",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M4280",8,"文化",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M4280",8,"社會",1.0,8,8.0,"CH","2020-05-12 23:39:13"
"107-1_544M4280",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4280",9,"社會",2.0,8,16.0,"CH","2020-05-12 23:39:13"
"107-1_544M4280",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4280",10,"文化",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M4280",10,"社會",1.0,8,8.0,"CH","2020-05-12 23:39:13"
"107-1_544M4280",11,"市區",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M4280",11,"城鎮規劃",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4290",1,"階級",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M4290",1,"環境",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M4290",2,"環境",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4290",4,"教育",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M4290",8,"文化",1.0,22,22.0,"CH","2020-05-12 23:39:13"
"107-1_544M4290",8,"社會",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4290",8,"經濟",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M4290",9,"社會",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M4290",9,"研究",2.0,13,26.0,"CH","2020-05-12 23:39:13"
"107-1_544M4290",10,"文化",1.0,22,22.0,"CH","2020-05-12 23:39:13"
"107-1_544M4290",10,"社會",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4290",10,"教育",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M4290",10,"經濟",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M4290",11,"土地",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4290",11,"城市",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M4290",16,"治理",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M4290",16,"教育",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4550",2,"生產",2.0,5,10.0,"CH","2020-05-12 23:39:13"
"107-1_544M4550",8,"社會",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M4550",8,"經濟",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M4550",9,"社會",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-1_544M4550",9,"研究",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-1_544M4550",10,"社會",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M4550",10,"經濟",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M4550",11,"城市",1.0,37,37.0,"CH","2020-05-12 23:39:13"
"107-1_544M4550",11,"城市規劃",8.0,1,8.0,"CH","2020-05-12 23:39:13"
"107-1_544M4550",11,"城市發展",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M4550",12,"生產",1.0,5,5.0,"CH","2020-05-12 23:39:13"
"107-1_544M4710",3,"暴力",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M4710",5,"暴力",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M4710",8,"文化",1.0,4,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M4710",9,"研究",2.0,9,18.0,"CH","2020-05-12 23:39:13"
"107-1_544M4710",10,"文化",1.0,4,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M4710",11,"城市",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4710",16,"暴力",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M4710",16,"機構",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M4810",1,"環境",4.0,3,12.0,"CH","2020-05-12 23:39:13"
"107-1_544M4810",2,"環境",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-1_544M4810",7,"風",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4810",8,"文化",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4810",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4810",10,"文化",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4810",10,"原住民",8.0,4,32.0,"CH","2020-05-12 23:39:13"
"107-1_544M4810",11,"土地",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4810",11,"災害",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4810",11,"氣候變遷",7.0,1,7.0,"CH","2020-05-12 23:39:13"
"107-1_544M4810",13,"氣候",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M4810",13,"氣候變遷",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-1_544M4810",15,"原住民",3.0,4,12.0,"CH","2020-05-12 23:39:13"
"107-1_544M4810",16,"原住民",6.0,4,24.0,"CH","2020-05-12 23:39:13"
"107-1_544M4820",1,"貧窮",6.0,1,6.0,"CH","2020-05-12 23:39:13"
"107-1_544M4820",1,"環境",4.0,2,8.0,"CH","2020-05-12 23:39:13"
"107-1_544M4820",2,"生產",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4820",2,"貧窮",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-1_544M4820",2,"環境",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M4820",8,"文化",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M4820",8,"社會",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4820",9,"社會",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M4820",9,"研究",2.0,6,12.0,"CH","2020-05-12 23:39:13"
"107-1_544M4820",10,"文化",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M4820",10,"社會",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544M4820",10,"貧窮",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_544M4820",11,"城市",1.0,5,5.0,"CH","2020-05-12 23:39:13"
"107-1_544M4820",12,"生產",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544M4820",12,"生態學",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_544M4820",15,"貧窮",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_544U0060",4,"教育",3.0,2,6.0,"CH","2020-05-12 23:39:13"
"107-1_544U0060",8,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544U0060",9,"合作",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544U0060",9,"社會",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544U0060",10,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544U0060",10,"教育",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544U0060",11,"災難",1.0,4,4.0,"CH","2020-05-12 23:39:13"
"107-1_544U0060",11,"社區",1.0,4,4.0,"CH","2020-05-12 23:39:13"
"107-1_544U0060",11,"城市",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544U0060",13,"防災",3.0,4,12.0,"CH","2020-05-12 23:39:13"
"107-1_544U0060",16,"教育",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",1,"資源",3.0,10,30.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",1,"環境",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",2,"生產",2.0,7,14.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",2,"食物",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",2,"餐飲",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",2,"環境",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",8,"工作",4.0,4,16.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",8,"公共政策",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",8,"文化",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",8,"企業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",8,"社會",1.0,15,15.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",8,"金融",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",8,"經濟",1.0,34,34.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",9,"公共政策",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",9,"企業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",9,"合作",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",9,"技術",2.0,17,34.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",9,"社會",2.0,15,30.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",9,"研究",2.0,5,10.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",9,"研究成果",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",9,"資料庫",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",10,"小孩",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",10,"公平",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",10,"公共政策",3.0,2,6.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",10,"文化",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",10,"社會",1.0,15,15.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",10,"原住民",8.0,1,8.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",10,"鄉村",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",10,"經濟",1.0,34,34.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",11,"社區",1.0,23,23.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",12,"生產",1.0,7,7.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",12,"企業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",12,"資本主義",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",12,"餐飲",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",15,"原住民",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_544U0070",16,"公平",2.0,1,2.0,"CH","2020-05-12 23:39:13"
